Small dictionary from THU, with frequency data.
南征北战,FREQ:704;
以退为进,FREQ:703;
不拘小节,FREQ:701;
死心塌地,FREQ:701;
汹涌澎湃,FREQ:701;
真枪实弹,FREQ:700;
温情脉脉,FREQ:699;
损公肥私,FREQ:699;
贻笑大方,FREQ:698;
摇头叹息,FREQ:698;
优哉游哉,FREQ:698;
天生丽质,FREQ:698;
贤妻良母,FREQ:698;
斯文扫地,FREQ:697;
敢作敢为,FREQ:697;
粗茶淡饭,FREQ:697;
以身殉职,FREQ:696;
趁虚而入,FREQ:695;
缩手缩脚,FREQ:695;
死而复生,FREQ:694;
糖衣炮弹,FREQ:694;
安安稳稳,FREQ:694;
汗牛充栋,FREQ:694;
出谋献策,FREQ:692;
望洋兴叹,FREQ:692;
蹑手蹑脚,FREQ:691;
礼仪之邦,FREQ:691;
短斤少两,FREQ:691;
熟门熟路,FREQ:691;
鱼水深情,FREQ:690;
亡国灭种,FREQ:689;
醍醐灌顶,FREQ:688;
气象万千,FREQ:686;
嫉恶如仇,FREQ:686;
残破不堪,FREQ:686;
盛气凌人,FREQ:685;
名扬天下,FREQ:685;
多灾多难,FREQ:684;
七上八下,FREQ:684;
投鼠忌器,FREQ:684;
安分守己,FREQ:684;
男女老少,FREQ:683;
首善之区,FREQ:683;
民怨沸腾,FREQ:683;
健步如飞,FREQ:683;
相敬如宾,FREQ:682;
大煞风景,FREQ:682;
妙不可言,FREQ:682;
直抒胸臆,FREQ:682;
风云际会,FREQ:682;
矢志不移,FREQ:682;
满城风雨,FREQ:681;
助纣为虐,FREQ:681;
不敢苟同,FREQ:681;
昂首阔步,FREQ:681;
耳聪目明,FREQ:680;
几次三番,FREQ:678;
目光短浅,FREQ:677;
进退维谷,FREQ:677;
叶落归根,FREQ:677;
文过饰非,FREQ:676;
灿烂辉煌,FREQ:676;
百年好合,FREQ:676;
狐假虎威,FREQ:676;
成败得失,FREQ:675;
浓妆艳抹,FREQ:675;
谋财害命,FREQ:674;
天下兴亡,FREQ:674;
改邪归正,FREQ:673;
一了百了,FREQ:672;
散兵游勇,FREQ:671;
恣意妄为,FREQ:670;
彪形大汉,FREQ:670;
胆大包天,FREQ:670;
天各一方,FREQ:670;
栉风沐雨,FREQ:669;
磨刀霍霍,FREQ:668;
徘徊不前,FREQ:668;
各持己见,FREQ:668;
杂七杂八,FREQ:667;
胜券在握,FREQ:667;
一手遮天,FREQ:667;
一言难尽,FREQ:667;
风言风语,FREQ:667;
十年寒窗,FREQ:666;
不乏其人,FREQ:666;
子子孙孙,FREQ:665;
血战到底,FREQ:665;
瓮中捉鳖,FREQ:665;
少言寡语,FREQ:664;
国色天香,FREQ:664;
战无不胜,FREQ:664;
拨云见日,FREQ:663;
虚晃一枪,FREQ:663;
空前绝后,FREQ:662;
精神焕发,FREQ:662;
如临深渊,FREQ:662;
缓兵之计,FREQ:662;
鸿篇巨制,FREQ:661;
拍案而起,FREQ:661;
画蛇添足,FREQ:660;
朝思暮想,FREQ:660;
凶神恶煞,FREQ:660;
大肆挥霍,FREQ:658;
改朝换代,FREQ:658;
胡搅蛮缠,FREQ:658;
乌合之众,FREQ:657;
大禹治水,FREQ:657;
无恶不作,FREQ:657;
谁是谁非,FREQ:657;
空头支票,FREQ:657;
雄伟壮观,FREQ:656;
神出鬼没,FREQ:656;
争风吃醋,FREQ:655;
引以为荣,FREQ:655;
滴水成冰,FREQ:654;
姓甚名谁,FREQ:654;
天下太平,FREQ:653;
长命百岁,FREQ:653;
忘恩负义,FREQ:653;
感情用事,FREQ:653;
照章办事,FREQ:652;
容光焕发,FREQ:652;
传为美谈,FREQ:652;
穷兵黩武,FREQ:651;
一路顺风,FREQ:650;
雷霆万钧,FREQ:650;
为国为民,FREQ:650;
自食其果,FREQ:649;
半推半就,FREQ:649;
茅塞顿开,FREQ:648;
蛊惑人心,FREQ:648;
头重脚轻,FREQ:647;
念兹在兹,FREQ:647;
趾高气扬,FREQ:646;
得而复失,FREQ:645;
随遇而安,FREQ:645;
旧事重提,FREQ:644;
形单影只,FREQ:644;
阴魂不散,FREQ:644;
纲举目张,FREQ:643;
死气沉沉,FREQ:643;
滂沱大雨,FREQ:642;
话不投机,FREQ:642;
一言九鼎,FREQ:642;
烟波浩渺,FREQ:641;
弹尽粮绝,FREQ:640;
投笔从戎,FREQ:639;
斗转星移,FREQ:639;
豪情壮志,FREQ:638;
婆婆妈妈,FREQ:638;
强弩之末,FREQ:637;
各尽所能,FREQ:637;
大惑不解,FREQ:637;
十恶不赦,FREQ:637;
错上加错,FREQ:637;
大展宏图,FREQ:637;
得意洋洋,FREQ:636;
言无不尽,FREQ:636;
令人满意,FREQ:636;
似懂非懂,FREQ:636;
见财起意,FREQ:636;
由表及里,FREQ:635;
声东击西,FREQ:634;
捶胸顿足,FREQ:634;
令人捧腹,FREQ:633;
光辉灿烂,FREQ:633;
克敌制胜,FREQ:633;
闭关锁国,FREQ:632;
歌功颂德,FREQ:632;
动人心魄,FREQ:631;
关怀备至,FREQ:630;
避实就虚,FREQ:628;
鱼贯而出,FREQ:628;
高抬贵手,FREQ:627;
苦思冥想,FREQ:626;
心心念念,FREQ:626;
条分缕析,FREQ:626;
与世无争,FREQ:626;
伺机而动,FREQ:625;
迎风招展,FREQ:625;
闲言碎语,FREQ:625;
大雅之堂,FREQ:624;
唯唯诺诺,FREQ:624;
提纲挈领,FREQ:624;
千人一面,FREQ:624;
三思而行,FREQ:623;
调兵遣将,FREQ:622;
适者生存,FREQ:620;
大吉大利,FREQ:620;
谆谆告诫,FREQ:619;
长生不老,FREQ:618;
无坚不摧,FREQ:618;
眉开眼笑,FREQ:617;
火树银花,FREQ:617;
一手包办,FREQ:616;
四书五经,FREQ:616;
固若金汤,FREQ:616;
孤家寡人,FREQ:616;
无师自通,FREQ:616;
三顾茅庐,FREQ:615;
大腹便便,FREQ:614;
歌舞升平,FREQ:614;
势不两立,FREQ:614;
养精蓄锐,FREQ:614;
一往情深,FREQ:613;
苦尽甘来,FREQ:612;
优柔寡断,FREQ:612;
冥思苦想,FREQ:612;
闻风而逃,FREQ:612;
结结巴巴,FREQ:612;
杀人放火,FREQ:611;
营私舞弊,FREQ:610;
不修边幅,FREQ:610;
大笔一挥,FREQ:610;
拉拉扯扯,FREQ:610;
枯燥无味,FREQ:609;
指鹿为马,FREQ:609;
盖棺定论,FREQ:609;
久别重逢,FREQ:609;
悔过自新,FREQ:608;
泛泛而谈,FREQ:608;
投机倒把,FREQ:607;
赴汤蹈火,FREQ:606;
奇谈怪论,FREQ:606;
上下同心,FREQ:605;
腰缠万贯,FREQ:604;
饥不择食,FREQ:604;
教学相长,FREQ:604;
大材小用,FREQ:604;
出师不利,FREQ:604;
博览群书,FREQ:604;
众星捧月,FREQ:604;
追本溯源,FREQ:604;
窥见一斑,FREQ:604;
千真万确,FREQ:604;
单刀直入,FREQ:603;
智者见智,FREQ:603;
吃大锅饭,FREQ:603;
乐不可支,FREQ:603;
和气生财,FREQ:603;
民富国强,FREQ:601;
瓜熟蒂落,FREQ:601;
机关算尽,FREQ:600;
无的放矢,FREQ:600;
年逾花甲,FREQ:599;
满打满算,FREQ:599;
花拳绣腿,FREQ:599;
大举进攻,FREQ:599;
天女散花,FREQ:599;
各不相让,FREQ:599;
俯拾皆是,FREQ:598;
陈规陋习,FREQ:598;
惨无人道,FREQ:598;
无为而治,FREQ:597;
浮光掠影,FREQ:597;
一潭死水,FREQ:597;
一泻千里,FREQ:597;
零零星星,FREQ:596;
得意门生,FREQ:596;
毕恭毕敬,FREQ:596;
物极必反,FREQ:595;
笑而不答,FREQ:595;
荣华富贵,FREQ:595;
疑神疑鬼,FREQ:594;
日理万机,FREQ:594;
宁死不屈,FREQ:594;
颠扑不破,FREQ:593;
光宗耀祖,FREQ:593;
精雕细刻,FREQ:593;
图谋不轨,FREQ:593;
成竹在胸,FREQ:593;
忠心耿耿,FREQ:592;
有钱有势,FREQ:591;
相持不下,FREQ:591;
返老还童,FREQ:591;
反唇相讥,FREQ:591;
一花独放,FREQ:589;
哀鸿遍野,FREQ:589;
造谣中伤,FREQ:589;
十面埋伏,FREQ:588;
飞扬跋扈,FREQ:587;
争强好胜,FREQ:587;
既往不咎,FREQ:587;
零敲碎打,FREQ:587;
日进斗金,FREQ:587;
难兄难弟,FREQ:586;
尔虞我诈,FREQ:586;
喜新厌旧,FREQ:585;
自顾不暇,FREQ:584;
因祸得福,FREQ:584;
兹事体大,FREQ:583;
略胜一筹,FREQ:583;
鼎鼎大名,FREQ:582;
老当益壮,FREQ:581;
举不胜举,FREQ:581;
身外之物,FREQ:581;
魔高一丈,FREQ:580;
量力而为,FREQ:580;
孤苦伶仃,FREQ:580;
心直口快,FREQ:580;
飒爽英姿,FREQ:580;
血肉相连,FREQ:580;
众叛亲离,FREQ:580;
不惑之年,FREQ:579;
杀鸡儆猴,FREQ:579;
赶尽杀绝,FREQ:578;
千难万险,FREQ:578;
举世无双,FREQ:578;
胆大心细,FREQ:577;
沧海一粟,FREQ:577;
洋洋得意,FREQ:577;
名落孙山,FREQ:577;
以貌取人,FREQ:576;
拐弯抹角,FREQ:576;
表里不一,FREQ:576;
乐极生悲,FREQ:575;
疾风骤雨,FREQ:574;
牙牙学语,FREQ:573;
无边无际,FREQ:572;
情同手足,FREQ:572;
公而忘私,FREQ:572;
三更半夜,FREQ:572;
天长日久,FREQ:572;
行尸走肉,FREQ:571;
有样学样,FREQ:571;
挑三拣四,FREQ:570;
忿忿不平,FREQ:570;
龙腾虎跃,FREQ:570;
息息相通,FREQ:570;
奇货可居,FREQ:569;
言而无信,FREQ:569;
慷慨陈词,FREQ:568;
救人一命,FREQ:568;
画地为牢,FREQ:567;
匠心独具,FREQ:567;
龙马精神,FREQ:567;
无机可乘,FREQ:566;
荒诞不经,FREQ:566;
结党营私,FREQ:566;
人丁兴旺,FREQ:566;
悔之晚矣,FREQ:566;
神来之笔,FREQ:565;
生不逢时,FREQ:565;
盲人摸象,FREQ:565;
百花争艳,FREQ:565;
寥寥可数,FREQ:564;
为民请命,FREQ:564;
腹背受敌,FREQ:564;
恃强凌弱,FREQ:564;
为富不仁,FREQ:563;
得意忘形,FREQ:563;
丢三落四,FREQ:563;
大家闺秀,FREQ:562;
厚颜无耻,FREQ:562;
响彻云霄,FREQ:562;
三长两短,FREQ:561;
斩草除根,FREQ:560;
万水千山,FREQ:560;
过眼云烟,FREQ:558;
解囊相助,FREQ:558;
假戏真做,FREQ:558;
坚贞不屈,FREQ:558;
挥霍无度,FREQ:557;
草菅人命,FREQ:557;
管中窥豹,FREQ:557;
寒来暑往,FREQ:556;
沉渣泛起,FREQ:555;
舍生取义,FREQ:555;
发愤图强,FREQ:555;
扬汤止沸,FREQ:555;
苟延残喘,FREQ:554;
鲜艳夺目,FREQ:553;
和颜悦色,FREQ:552;
索然无味,FREQ:551;
颜面扫地,FREQ:550;
作壁上观,FREQ:550;
独此一家,FREQ:549;
隔岸观火,FREQ:549;
进退失据,FREQ:549;
离乡背井,FREQ:549;
沾亲带故,FREQ:549;
别无二致,FREQ:549;
挑肥拣瘦,FREQ:548;
认祖归宗,FREQ:548;
腥风血雨,FREQ:548;
贯彻始终,FREQ:548;
兴趣盎然,FREQ:548;
开怀畅饮,FREQ:547;
人仰马翻,FREQ:547;
不徇私情,FREQ:546;
涂脂抹粉,FREQ:546;
波澜起伏,FREQ:546;
通情达理,FREQ:545;
何乐不为,FREQ:545;
六亲不认,FREQ:545;
孤芳自赏,FREQ:544;
冷暖自知,FREQ:544;
无妄之灾,FREQ:544;
弦外之音,FREQ:544;
富可敌国,FREQ:544;
真凭实据,FREQ:544;
人情冷暖,FREQ:543;
不学无术,FREQ:542;
浪子回头,FREQ:541;
世道人心,FREQ:541;
阿谀奉承,FREQ:541;
自我牺牲,FREQ:540;
天朗气清,FREQ:540;
绝处逢生,FREQ:540;
巧舌如簧,FREQ:539;
无可匹敌,FREQ:539;
不值一驳,FREQ:539;
鳏寡孤独,FREQ:538;
造谣惑众,FREQ:538;
蜂拥而入,FREQ:537;
轻手轻脚,FREQ:537;
引吭高歌,FREQ:537;
层峦叠嶂,FREQ:536;
晚节不保,FREQ:536;
推三阻四,FREQ:536;
眉清目秀,FREQ:535;
树大招风,FREQ:535;
英雄辈出,FREQ:535;
道高一尺,FREQ:533;
身家性命,FREQ:533;
奉公守法,FREQ:533;
歪打正着,FREQ:532;
真情实意,FREQ:532;
鱼死网破,FREQ:532;
不能自已,FREQ:532;
火急火燎,FREQ:532;
百发百中,FREQ:531;
猴年马月,FREQ:531;
略知一二,FREQ:531;
临阵脱逃,FREQ:531;
喜形于色,FREQ:530;
从中作梗,FREQ:529;
玩世不恭,FREQ:528;
作茧自缚,FREQ:528;
品头论足,FREQ:528;
世风日下,FREQ:527;
星火燎原,FREQ:527;
瘦骨嶙峋,FREQ:527;
其乐无穷,FREQ:527;
明察秋毫,FREQ:526;
鱼贯而入,FREQ:526;
反败为胜,FREQ:525;
熙来攘往,FREQ:525;
翻云覆雨,FREQ:525;
人人有份,FREQ:524;
远走高飞,FREQ:524;
惜字如金,FREQ:524;
贻害无穷,FREQ:524;
失魂落魄,FREQ:524;
有头有脸,FREQ:523;
虚怀若谷,FREQ:523;
等闲视之,FREQ:523;
纷纷扰扰,FREQ:523;
首尾相连,FREQ:522;
五体投地,FREQ:521;
虚与委蛇,FREQ:521;
画饼充饥,FREQ:521;
黑白分明,FREQ:521;
争权夺利,FREQ:520;
与民同乐,FREQ:520;
学贯中西,FREQ:519;
滔天罪行,FREQ:519;
徒有虚名,FREQ:519;
水天一色,FREQ:517;
万古长青,FREQ:517;
白驹过隙,FREQ:517;
食不果腹,FREQ:517;
十之八九,FREQ:517;
爱憎分明,FREQ:517;
生死相依,FREQ:517;
鱼与熊掌,FREQ:517;
地主之谊,FREQ:516;
熟能生巧,FREQ:516;
旗开得胜,FREQ:516;
锋芒毕露,FREQ:515;
翻江倒海,FREQ:515;
反客为主,FREQ:515;
下里巴人,FREQ:514;
点头称是,FREQ:514;
各色各样,FREQ:514;
大权独揽,FREQ:514;
言之有理,FREQ:514;
生灵涂炭,FREQ:513;
偷鸡摸狗,FREQ:513;
一叶障目,FREQ:512;
玉汝于成,FREQ:512;
孑然一身,FREQ:511;
一颦一笑,FREQ:511;
置之度外,FREQ:511;
一举成功,FREQ:511;
不白之冤,FREQ:510;
胆小怕事,FREQ:509;
吐故纳新,FREQ:509;
金童玉女,FREQ:509;
渔翁得利,FREQ:509;
招贤纳士,FREQ:508;
丧权辱国,FREQ:508;
言不由衷,FREQ:508;
破涕为笑,FREQ:508;
道貌岸然,FREQ:508;
为民除害,FREQ:507;
碧空如洗,FREQ:507;
骄奢淫逸,FREQ:507;
忠贞不渝,FREQ:507;
兼听则明,FREQ:506;
心慈手软,FREQ:506;
名满天下,FREQ:506;
具体而微,FREQ:505;
悲天悯人,FREQ:505;
固执己见,FREQ:504;
一刀两断,FREQ:504;
鹿死谁手,FREQ:504;
无可救药,FREQ:504;
一官半职,FREQ:504;
江河日下,FREQ:503;
妄自尊大,FREQ:503;
囫囵吞枣,FREQ:502;
三心二意,FREQ:502;
花枝招展,FREQ:501;
饱经风霜,FREQ:501;
各显其能,FREQ:501;
夫唱妇随,FREQ:501;
揠苗助长,FREQ:499;
满山遍野,FREQ:499;
含饴弄孙,FREQ:499;
丝丝入扣,FREQ:499;
偏听偏信,FREQ:498;
七情六欲,FREQ:498;
以柔克刚,FREQ:498;
闭门不出,FREQ:498;
枕戈待旦,FREQ:498;
破旧立新,FREQ:498;
头昏眼花,FREQ:497;
罄竹难书,FREQ:497;
魂飞魄散,FREQ:497;
破镜重圆,FREQ:497;
毫无疑义,FREQ:496;
动人心弦,FREQ:495;
暗无天日,FREQ:494;
血流成河,FREQ:494;
信口雌黄,FREQ:494;
愤世嫉俗,FREQ:493;
打情骂俏,FREQ:493;
厉兵秣马,FREQ:493;
有伤风化,FREQ:492;
红杏出墙,FREQ:492;
精忠报国,FREQ:492;
街坊四邻,FREQ:492;
兵临城下,FREQ:492;
心如刀割,FREQ:492;
慈眉善目,FREQ:492;
藏龙卧虎,FREQ:491;
腾云驾雾,FREQ:491;
风烛残年,FREQ:491;
三头六臂,FREQ:490;
鬼迷心窍,FREQ:490;
挥洒自如,FREQ:489;
文武双全,FREQ:489;
后发制人,FREQ:489;
狼狈为奸,FREQ:489;
公事公办,FREQ:488;
别有风味,FREQ:488;
义正辞严,FREQ:487;
金科玉律,FREQ:487;
貌合神离,FREQ:487;
狗急跳墙,FREQ:486;
借酒浇愁,FREQ:486;
男尊女卑,FREQ:486;
花里胡哨,FREQ:486;
装腔作势,FREQ:486;
无病呻吟,FREQ:485;
本固邦宁,FREQ:484;
气吞山河,FREQ:483;
忆苦思甜,FREQ:483;
兵荒马乱,FREQ:483;
摧枯拉朽,FREQ:482;
奇花异草,FREQ:482;
入情入理,FREQ:482;
常胜将军,FREQ:481;
铮铮铁骨,FREQ:481;
事不宜迟,FREQ:481;
自相残杀,FREQ:481;
难舍难分,FREQ:480;
妙手回春,FREQ:480;
奇耻大辱,FREQ:480;
变化莫测,FREQ:480;
山崩地裂,FREQ:480;
卧虎藏龙,FREQ:480;
周游列国,FREQ:480;
祸国殃民,FREQ:479;
稳操胜券,FREQ:479;
凶相毕露,FREQ:477;
以毒攻毒,FREQ:477;
不惜工本,FREQ:476;
有始有终,FREQ:476;
坐冷板凳,FREQ:476;
风雪交加,FREQ:476;
切中时弊,FREQ:475;
天昏地暗,FREQ:475;
前仰后合,FREQ:475;
悲观厌世,FREQ:475;
珠光宝气,FREQ:475;
生死与共,FREQ:474;
用武之地,FREQ:473;
一来一往,FREQ:473;
事必躬亲,FREQ:471;
春捂秋冻,FREQ:471;
金戈铁马,FREQ:471;
血光之灾,FREQ:471;
国富民强,FREQ:470;
多难兴邦,FREQ:470;
多愁善感,FREQ:470;
大逆不道,FREQ:470;
在劫难逃,FREQ:469;
昏天黑地,FREQ:469;
灰心丧气,FREQ:469;
千里之行,FREQ:469;
精兵简政,FREQ:468;
自讨苦吃,FREQ:468;
后会无期,FREQ:467;
卖官鬻爵,FREQ:467;
不谋其政,FREQ:467;
由近及远,FREQ:466;
死不瞑目,FREQ:466;
恍如隔世,FREQ:466;
如此而已,FREQ:466;
情窦初开,FREQ:465;
聚众滋事,FREQ:464;
悲从中来,FREQ:463;
噤若寒蝉,FREQ:462;
一望无垠,FREQ:462;
卿卿我我,FREQ:462;
一吐为快,FREQ:461;
经营惨淡,FREQ:461;
铁板钉钉,FREQ:461;
畸轻畸重,FREQ:461;
口是心非,FREQ:460;
中庸之道,FREQ:460;
去粗取精,FREQ:460;
苍松翠柏,FREQ:459;
至理名言,FREQ:459;
物华天宝,FREQ:458;
大喜过望,FREQ:458;
草草了事,FREQ:458;
分毫不差,FREQ:458;
自作自受,FREQ:458;
百依百顺,FREQ:458;
作恶多端,FREQ:458;
一哄而起,FREQ:458;
逍遥自在,FREQ:458;
刻舟求剑,FREQ:458;
荒郊野外,FREQ:457;
想入非非,FREQ:457;
卓尔不群,FREQ:457;
智勇双全,FREQ:457;
才子佳人,FREQ:457;
藕断丝连,FREQ:456;
斯斯文文,FREQ:456;
泰然自若,FREQ:456;
闻过则喜,FREQ:456;
大步流星,FREQ:456;
财源广进,FREQ:456;
尾大不掉,FREQ:455;
泰然处之,FREQ:454;
虎头虎脑,FREQ:454;
宠辱不惊,FREQ:454;
自身难保,FREQ:454;
深明大义,FREQ:453;
一病不起,FREQ:453;
故步自封,FREQ:452;
尊师重道,FREQ:452;
无迹可寻,FREQ:452;
骁勇善战,FREQ:452;
能言善辩,FREQ:452;
善男信女,FREQ:452;
常备不懈,FREQ:451;
家有儿女,FREQ:451;
心存芥蒂,FREQ:451;
不能忘怀,FREQ:451;
无出其右,FREQ:450;
拂袖而去,FREQ:450;
敲山震虎,FREQ:450;
各执己见,FREQ:450;
老骥伏枥,FREQ:450;
襟怀坦白,FREQ:450;
战战兢兢,FREQ:449;
童叟无欺,FREQ:449;
垂死挣扎,FREQ:449;
比翼双飞,FREQ:449;
八面玲珑,FREQ:449;
永不磨灭,FREQ:448;
自愧不如,FREQ:448;
丢人现眼,FREQ:448;
串通一气,FREQ:447;
居心不良,FREQ:447;
老谋深算,FREQ:447;
粗枝大叶,FREQ:446;
因时制宜,FREQ:446;
合而为一,FREQ:446;
人事不省,FREQ:446;
言而有信,FREQ:446;
聊胜于无,FREQ:445;
问寒问暖,FREQ:444;
精明能干,FREQ:444;
颠倒是非,FREQ:443;
一元复始,FREQ:443;
啧有烦言,FREQ:443;
哑然失笑,FREQ:443;
礼义廉耻,FREQ:443;
老态龙钟,FREQ:442;
漫无边际,FREQ:442;
男女有别,FREQ:442;
坐收渔利,FREQ:441;
感激涕零,FREQ:441;
童心未泯,FREQ:441;
感恩戴德,FREQ:441;
冲昏头脑,FREQ:441;
天方夜谭,FREQ:440;
捉摸不定,FREQ:440;
气宇轩昂,FREQ:440;
极目远眺,FREQ:440;
高深莫测,FREQ:439;
扭扭捏捏,FREQ:439;
见钱眼开,FREQ:439;
左右开弓,FREQ:438;
狂风骤雨,FREQ:438;
靠水吃水,FREQ:438;
面黄肌瘦,FREQ:438;
有勇有谋,FREQ:437;
百口莫辩,FREQ:437;
高山仰止,FREQ:437;
兴师问罪,FREQ:436;
水滴石穿,FREQ:436;
心腹大患,FREQ:435;
大书特书,FREQ:435;
改天换地,FREQ:434;
恩将仇报,FREQ:434;
弥天大谎,FREQ:433;
来者不善,FREQ:433;
人间地狱,FREQ:433;
奔流不息,FREQ:432;
曲终人散,FREQ:432;
谦谦君子,FREQ:432;
龙飞凤舞,FREQ:432;
幡然悔悟,FREQ:432;
古道热肠,FREQ:432;
鸡犬升天,FREQ:431;
故态复萌,FREQ:430;
手到擒来,FREQ:430;
怀才不遇,FREQ:430;
人心不古,FREQ:429;
触类旁通,FREQ:429;
余音绕梁,FREQ:429;
千里之堤,FREQ:429;
数典忘祖,FREQ:428;
师出有名,FREQ:428;
滚瓜烂熟,FREQ:428;
分而治之,FREQ:428;
及时行乐,FREQ:427;
战天斗地,FREQ:427;
楚楚动人,FREQ:427;
何必当初,FREQ:426;
虚情假意,FREQ:426;
干净利索,FREQ:426;
半死不活,FREQ:426;
海誓山盟,FREQ:426;
臭不可闻,FREQ:426;
肝肠寸断,FREQ:425;
一统天下,FREQ:425;
自吹自擂,FREQ:424;
删繁就简,FREQ:424;
魔高一尺,FREQ:424;
分外妖娆,FREQ:424;
不露声色,FREQ:424;
转眼之间,FREQ:423;
打入冷宫,FREQ:423;
如胶似漆,FREQ:422;
三教九流,FREQ:422;
龇牙咧嘴,FREQ:422;
旖旎风光,FREQ:422;
同床异梦,FREQ:422;
人心涣散,FREQ:422;
鸡飞狗跳,FREQ:421;
人无完人,FREQ:421;
糊里糊涂,FREQ:421;
朝发夕至,FREQ:420;
欢声雷动,FREQ:420;
盛情难却,FREQ:420;
谈虎色变,FREQ:420;
罪加一等,FREQ:420;
世态炎凉,FREQ:420;
以德报怨,FREQ:420;
乔迁之喜,FREQ:419;
殃及池鱼,FREQ:419;
大雨如注,FREQ:419;
庞然大物,FREQ:419;
瓜田李下,FREQ:418;
授人以柄,FREQ:418;
群英荟萃,FREQ:418;
论功行赏,FREQ:418;
塞上江南,FREQ:418;
起承转合,FREQ:417;
壮志豪情,FREQ:417;
小家子气,FREQ:417;
人亡政息,FREQ:417;
东施效颦,FREQ:417;
饭来张口,FREQ:417;
乘人之危,FREQ:417;
远涉重洋,FREQ:417;
不三不四,FREQ:417;
妖魔鬼怪,FREQ:417;
拱手相让,FREQ:417;
削足适履,FREQ:416;
形势逼人,FREQ:416;
五雷轰顶,FREQ:415;
抱成一团,FREQ:415;
功名利禄,FREQ:415;
良辰吉日,FREQ:415;
百战不殆,FREQ:415;
奖罚分明,FREQ:414;
不堪入耳,FREQ:414;
洋为中用,FREQ:414;
附庸风雅,FREQ:413;
孟母三迁,FREQ:413;
入室弟子,FREQ:413;
生气勃勃,FREQ:413;
国难当头,FREQ:413;
泪如泉涌,FREQ:413;
寓意深远,FREQ:412;
闲情逸致,FREQ:412;
弃之可惜,FREQ:412;
若有若无,FREQ:412;
一语双关,FREQ:412;
飞禽走兽,FREQ:411;
牛郎织女,FREQ:411;
莺歌燕舞,FREQ:411;
集腋成裘,FREQ:411;
半生不熟,FREQ:411;
百战百胜,FREQ:411;
财迷心窍,FREQ:411;
风霜雨雪,FREQ:410;
皮之不存,FREQ:410;
披头散发,FREQ:410;
倾巢而出,FREQ:410;
道高一丈,FREQ:409;
咬紧牙关,FREQ:409;
目中无人,FREQ:409;
汗如雨下,FREQ:409;
束手束脚,FREQ:408;
揭竿而起,FREQ:408;
拍案惊奇,FREQ:407;
追根究底,FREQ:407;
大家风范,FREQ:406;
昼夜兼程,FREQ:406;
面不改色,FREQ:405;
稳如泰山,FREQ:405;
三十六计,FREQ:405;
搬弄是非,FREQ:404;
情非得已,FREQ:404;
望穿秋水,FREQ:404;
风姿绰约,FREQ:403;
黔驴技穷,FREQ:403;
叠床架屋,FREQ:403;
百般刁难,FREQ:402;
闲杂人等,FREQ:402;
殷鉴不远,FREQ:401;
影影绰绰,FREQ:401;
无亲无故,FREQ:401;
不可救药,FREQ:401;
火中取栗,FREQ:400;
奉为圭臬,FREQ:400;
生财有道,FREQ:400;
笼络人心,FREQ:400;
不破不立,FREQ:399;
黄道吉日,FREQ:399;
化零为整,FREQ:399;
惶惶不安,FREQ:399;
造谣生事,FREQ:399;
上情下达,FREQ:398;
开山鼻祖,FREQ:398;
皮开肉绽,FREQ:397;
嬉皮笑脸,FREQ:397;
大器晚成,FREQ:397;
一鼻子灰,FREQ:397;
倾巢出动,FREQ:397;
诲人不倦,FREQ:397;
一步登天,FREQ:396;
安之若素,FREQ:396;
但求无过,FREQ:396;
洛阳纸贵,FREQ:396;
个中滋味,FREQ:396;
前所未闻,FREQ:395;
夜郎自大,FREQ:395;
伶牙俐齿,FREQ:395;
一毛不拔,FREQ:394;
果然如此,FREQ:394;
故土难离,FREQ:394;
甘拜下风,FREQ:394;
如履平地,FREQ:393;
冷言冷语,FREQ:393;
花前月下,FREQ:392;
百鸟朝凤,FREQ:392;
毛将焉附,FREQ:392;
犬牙交错,FREQ:391;
多快好省,FREQ:391;
朝不保夕,FREQ:391;
大江东去,FREQ:391;
挂一漏万,FREQ:391;
鸠占鹊巢,FREQ:390;
满脸堆笑,FREQ:390;
人定胜天,FREQ:390;
顷刻之间,FREQ:389;
天作之合,FREQ:389;
鱼米之乡,FREQ:389;
绵延不断,FREQ:389;
回头是岸,FREQ:389;
吃喝玩乐,FREQ:389;
作奸犯科,FREQ:389;
满腔热血,FREQ:389;
流芳百世,FREQ:388;
矫揉造作,FREQ:388;
从一而终,FREQ:388;
急流勇退,FREQ:388;
命途多舛,FREQ:388;
玩物丧志,FREQ:388;
含沙射影,FREQ:387;
乐不思蜀,FREQ:387;
四面出击,FREQ:387;
此起彼落,FREQ:387;
文以载道,FREQ:387;
自取灭亡,FREQ:385;
养生之道,FREQ:385;
封官许愿,FREQ:384;
叶公好龙,FREQ:384;
动辄得咎,FREQ:384;
名扬四海,FREQ:384;
九霄云外,FREQ:384;
欺世盗名,FREQ:383;
寸土不让,FREQ:383;
声色犬马,FREQ:383;
如梦方醒,FREQ:383;
水调歌头,FREQ:383;
至圣先师,FREQ:383;
夜长梦多,FREQ:382;
目不识丁,FREQ:382;
千难万难,FREQ:382;
侠肝义胆,FREQ:382;
富甲一方,FREQ:382;
纵横驰骋,FREQ:382;
执法如山,FREQ:382;
罪孽深重,FREQ:382;
万里无云,FREQ:381;
乘兴而来,FREQ:381;
打马虎眼,FREQ:381;
劳燕分飞,FREQ:381;
